videopath,source,caption,neg_caption,youtube_key,split,misalignment
tempo_videos_6813,tempo,the camera turns then the other trees are shown.,a little girl playing with a toy truck,,train,action
k600_val_pJlvNomw0aE_000014_000024,vatex,A group of young adults watching an eating contest while laughing.,A group of young adults eating while laughing at an eating contest,,train,flip
k600_val_oYH3-sCubLs_000133_000143,vatex,A man sings into a microphone while another is singing then the singing man looks at a piece of paper before he is seen at the microphone again.,A man sings into a microphone while another is singing then the singing man is seen at the microphone again before he looks at a piece of paper,,train,flip
msr-vtt_TrainValVideo_video3904,msr-vtt,a man speaks to an audience on stage,a man dances to an audience on stage,X4LOF6ftJVU,train,action
tempo_videos_2644,tempo,the camera starts to move right then the camera pans right to show people on a diving board,the camera pans right to show people on a diving board then the camera starts to move right,,train,flip
k600_val_-x9S0u1P6KY_000160_000170,vatex,"A sign that says practice make perfect is displayed, as a young boy kicks a soccer ball into a goal, where another boy is standing.","A sign that says practice make perfect is displayed, as a young boy throws a soccer ball into a goal, where another boy is standing.",,train,action
k600_val_qKWMSe0TGac_000214_000224,vatex,A guy with black jacket is dancing on the street with beats with a lot of people watching,A guy with black jacket is playing on the street with beats with a lot of people watching,,train,action
msr-vtt_TrainValVideo_video6499,msr-vtt,a man sits across from a woman at a table and flips through a textbook while the woman explains that the textbooks have been corrected,A man flips through a textbook while the woman explains that the textbooks have been corrected before he sits across from her at the table,z9tUFJG0lWA,train,flip
k600_val_EBxWBabPBAE_000010_000020,vatex,Someone is cleaning the house gutter with a long tube off vacuum.,Someone is cleaning the house gutter with a long tube off a toilet.,,train,action
k600_val_Y5prHdQePAY_000082_000092,vatex,A girl in a blue uniform is performing a front flip while throwing the soccer ball far.,A girl in a blue uniform is throwing the soccer ball far before performing a front flip,,train,flip
msr-vtt_TrainValVideo_video4457,msr-vtt,a woman is discussing the features of a used car,a woman is discussing the features of a new car,JJdFZFuHfoA,train,action
k600_val_cvl3e21z2ew_000850_000860,vatex,A person narrating how to carve an arrow head out of glass.,A person narrating how to carve an arrow head out of wood.,,train,action
tempo_videos_70,tempo,the cat gets bored of pouncing on the toy after a while,the cat pounces on the toy after getting bored of it,,train,flip
msr-vtt_TrainValVideo_video7001,msr-vtt,man reviews a golf videogame,man plays a golf videogame,2IDZsVRwc6g,train,action
tempo_videos_850,tempo,kid puts the hat on then throws it.,kid throws the hat then puts it on,,train,flip
k600_val_kHQRN8QBqcE_000000_000010,vatex,"A man holds a stick with one end on fire, brings it to his mouth, but then stops.","A man holds a stick with one end on fire, brings it to his mouth, and eats it",,train,flip
k600_val_nSewP46BBzE_000000_000010,vatex,A little girl rides a tricycle forward while speaking.,A little girl rides a tricycle backward while speaking.,,train,action
k600_val_-gun8tHqLIw_000031_000041,vatex,A young man throws a frisbee through chains before him and a friend celebrate by bumping hips.,A young man throws a frisbee through chains after him and a friend celebrate by bumping hips,,train,flip
k600_val_7kw-Z3fEdns_000024_000034,vatex,A man danging a fire at his feet then doing a fire dancing routine while onlookers cheer.,A man danging a fire at his feet then doing a fire breathing routine while onlookers cheer.,,train,action
k600_val_M2gn10R9dF0_000121_000131,vatex,A man is standing holding a gold box while it is being auctioned on.,A man is standing holding a gold box after it is being auctioned on,,train,flip
tempo_videos_3149,tempo,after girls move boy around,girls move boy around after girls are playing in the park,,train,flip
k600_val_bLgdi4w7OAk_000002_000012,vatex,A little girl is brushing her hair while holding the brush with her foot.,A little girl is brushing her hair and holding the brush with her hand.,,train,flip
k600_val_hjKnYwZaVX4_000005_000015,vatex,A boy bench presses a weight several times and then puts it back.,A boy puts a weight back and then bench presses it several times,,train,flip
k600_val_bsEhjvqL4cw_000005_000015,vatex,A young boy is learning to beat box much to the amusement of his friend.,A young boy is learning to beat box much to the amusement of his friend after the boy has learned to beat box,,train,flip
tempo_videos_4093,tempo,the set is seen then the blue color appears.,the blue color appears and then the set is seen,,train,flip
k600_val_hXtsZAaZ3yc_000044_000054,vatex,A man with ropes and clamps on the side of a cliff doing mountain climbing.,A man with ropes and clamps on the side of a cliff doing mountain hiking.,,train,action
tempo_videos_6151,tempo,"after the bridge is seen, a white boat slowly moves.",a white boat is moving fast.,,train,action
msr-vtt_TrainValVideo_video2536,msr-vtt,pictorial slides of a woman holding a baby while background music plays,pictorial slides of a woman playing with a baby while background music plays,xdDAF-dkX4I,train,action
k600_val_kE05OcXP5SE_000012_000022,vatex,Two men are trying to move a couch into the doorway of a unit and had to put it down.,Two men are trying to put a couch down into the doorway of a unit and had to move it,,train,flip
k600_val_6ropBPG4sP8_000037_000047,vatex,"A young man at a track meet, throws a spear while a man is talking.","A young man at a track meet, talks while a man throws a spear",,train,flip
k600_val_e-RvXQJlVi4_000003_000013,vatex,A woman on a horse walking through a field with a dog following them.,A woman on a horse running through a field with a dog following them.,,train,action
k600_val_ktiu47Y1pcc_000096_000106,vatex,A young red haired woman has her hair dyed a darker color of red.,A young red haired woman has her hair dyed a lighter color of red.,,train,action
k600_val_wTXnkBvblpQ_000071_000081,vatex,A couple talks about giving back to their community with their charity programs together.,A couple talks about giving back to their community with their charity programs separately.,,train,flip
msr-vtt_TrainValVideo_video3017,msr-vtt,umpire given instructions,umpire given a yellow card,cvL6J5uIwUQ,train,action
k600_val_fX6scHNLk5w_000031_000041,vatex,Two basketball teams play each other during a game in a basketball gym as contemporary music plays.,Two basketball teams play each other during a game in a basketball gym as rock music plays.,,train,action
k600_val_El3KVhgunlk_000001_000011,vatex,A few athletes are showing all of the things they can do acrobatically.,A few athletes are showing all of the things they can do artistically.,,train,action
k600_val_NVeQN7sDOUQ_000000_000010,vatex,A player runs into a shelter to protect himself from his paintball enemies.,A player runs into a shelter to protect himself from his paintball enemies after he gets hit,,train,flip
k600_val_vUa5hsqvRro_000498_000508,vatex,Men sitting around a table picked a cup of beer to drink,Men sitting around a table picked a cup of water to drink,,train,action
k600_val_ntDFgioEXGE_000022_000032,vatex,A baby is taking small bites of food from somebody.,A baby is taking large bites of food from somebody.,,train,action
k600_val_FiIUKB5hU9U_000001_000011,vatex,A person peeling apples with a self-made drill attachment and a peeler.,A person peeling apples with a self-made drill attachment and a drill,,train,action
msr-vtt_TrainValVideo_video6416,msr-vtt,a loud shout after that we can subscribe the video,a loud shout after that we can download the video,R5zRT7c9k-g,train,action
k600_val_DOAwyFz2Y0I_000044_000054,vatex,A little baby squeals with laughter as someone rips a piece of paper.,A little baby rips a piece of paper and someone squeals with laughter,,train,flip
k600_val_xmgpE8WGeSg_000174_000184,vatex,"In a salon, various woman are surrounding another woman getting her hair cut, all laughing.","Various woman are surrounding another woman getting her hair cut, all laughing before the woman gets her hair cut",,train,flip
k600_val_zc1eRTWvmKg_000041_000051,vatex,A person demonstrates how to change your oil while someone narrates it.,A person narrates how to change your oil while someone demonstrates it,,train,flip
k600_val_gxbUZcsy4EA_000097_000107,vatex,A man describing the arcade game machine's features.,A man playing the arcade game machine.,,train,action
msr-vtt_TrainValVideo_video1566,msr-vtt,a man speaks on a a news panel,a man sings on a a news panel,OjWp_VUSTYw,train,action
msr-vtt_TrainValVideo_video6751,msr-vtt,prime minister speking  in parliament and audience sitting,prime minister speking  in parliament and audience standing,sjaY6ybk178,train,flip
k600_val_2Fx0BDO6Ybk_000016_000026,vatex,A young girl helps her mom wash dishes in the kitchen.,"A young girl washes dishes in the kitchen, then helps her mom",,train,flip
k600_val_DYzTcTGkGa8_000036_000046,vatex,A kid is taped to a bench trying to eat a sandwich.,A kid is taped to a bench trying to eat a cake.,,train,action
msr-vtt_TrainValVideo_video1094,msr-vtt,a graphics technician student explains the work he does,a graphics technician student demonstrates the work he does,YgWnhS5WyfM,train,action
k600_val_Yh2-DcIWt88_000006_000016,vatex,A woman is cleaning windows while someone is talking in the background.,A woman is talking in the background while someone is cleaning windows,,train,flip
k600_val_7nA5QNPHEjY_000004_000014,vatex,A news reporter is narrating the planting of trees by young children.,A news reporter is narrating the planting of trees by young children after the trees have been planted,,train,flip
tempo_videos_515,tempo,the camera focuses on the dog before the dog leaves what he is chewing and runs to the man.,the dog runs to the man before the camera focuses on the dog,,train,flip
k600_val_qxtkjzhD3RU_000034_000044,vatex,A man using a tool to fix the bottom of a brown dress shoe.,A man using a tool to fix the top of a brown dress shoe.,,train,action
k600_val_28cckvlETs8_000000_000010,vatex,A man holds a shotput ball and throws it for distance.,A man throws a shotput ball for distance and then holds it,,train,flip
msr-vtt_TrainValVideo_video1127,msr-vtt,woman dances and performs on stage with vocals,woman dances and performs on stage without vocals,iEe3hBXZEyI,train,action
msr-vtt_TrainValVideo_video3610,msr-vtt,a small gray car is being filmed for a tv commercial,a small gray car is being driven for a tv commercial,YIRiv1iFlW8,train,action
msr-vtt_TrainValVideo_video5683,msr-vtt,a female anchor from the bbc news talks about russian ships launching missiles,a female anchor from the bbc news talks about russian ships sinking a ship,xs_6ZuDkMbs,train,action
k600_val_UtekjFUGHJQ_000576_000586,vatex,Several players gather in an intense sports game while a crowd watches.,"Several players gather in an intense sports game while a crowd watches, and then the players start to play",,train,flip
k600_val_sPeJiOYO9WA_000043_000053,vatex,A couple of different people on skate boards trying to do tricks and failing.,A couple of different people on skate boards trying to do tricks and succeeding,,train,flip
k600_val_04g2ZAlBqzc_000067_000077,vatex,A young man is parasailing along the ocean and doing some tricks.,A young man is swimming along the ocean and doing some tricks.,,train,action
k600_val_uozo0l3Wtqg_000004_000014,vatex,Two young men go to blows as several others engage in a spirited discussion.,Two young men engage in a spirited discussion as several others go to blows,,train,flip
k600_val_LkaaB2s1KfY_000018_000028,vatex,A group of people are sitting around a table and are playing Monopoly.,A group of people are sitting around a table and are playing Scrabble.,,train,action
k600_val_P43rVU1uQNk_000200_000210,vatex,A group of elderly people are dancing in circles to country music.,A group of elderly people are dancing in circles to rock music.,,train,action
k600_val_um4kPpZSxaQ_000003_000013,vatex,a person is using an electric snow removal tool on their driveway,a person is using a shovel to remove snow from their driveway,,train,action
msr-vtt_TrainValVideo_video4445,msr-vtt,these kids are just back from camp and excited about returning the next year,these kids are just back from camp and excited about staying home the next year,D76U_qXzxVc,train,action
k600_val_xplIc9yJjn8_000007_000017,vatex,"A little girl does jumping jacks, clapping her hands between each one, then walks up.","A little girl walks up, then does jumping jacks, clapping her hands between each one",,train,flip
msr-vtt_TrainValVideo_video5418,msr-vtt,guy talking about the oil level to the engine,guy talking about the oil level to the car,bUFqKeJAN5k,train,action
k600_val_jofgWiVBwqo_000086_000096,vatex,A MAN IS DEMONSTRATING MAKING A SANDWICH WITH A HORSERADISH PACKAGE.,A MAN IS DEMONSTRATING MAKING A SANDWICH WITH A FISH.,,train,action
k600_val_DmmAQJ8rqfA_000005_000015,vatex,A man throws an axe onto a target then a woman throws an axe onto a target.,A man throws an axe onto a target then a woman throws a ball onto a target.,,train,action
k600_val_HtnbtOT-qdg_000013_000023,vatex,A little kid is building a snowman as his father speaks to him.,A little kid is speaking to his father as his father builds a snowman,,train,flip
k600_val_e-RvXQJlVi4_000003_000013,vatex,"A horsewoman rides her horse at a slow pace, followed by her German shepherd.","A horsewoman rides her horse at a fast pace, followed by her German shepherd.",,train,action
k600_val_Z2O3DEv9ItM_000251_000261,vatex,a person is pulling some wooden stocks from a honey bee comb to get the honey,a person is getting the honey from a honey bee comb to pull some wooden stocks,,train,flip
k600_val_XaxD00IXXcA_000307_000317,vatex,Two actors are on stage performing a scene from a play.,Two actors are on stage singing a song from a play.,,train,action
k600_val_44wdOszl3Uk_000204_000214,vatex,A grunge band plays while onlookers dance in a mosh pit.,A grunge band plays after onlookers dance in a mosh pit,,train,flip
k600_val_ZMDAPuwQ6i0_000021_000031,vatex,There is a large group of people on the ice skating rink all having a lot of fun.,There is a large group of people on the ice skating rink all having a lot of fun and then they all leave,,train,flip
msr-vtt_TrainValVideo_video2583,msr-vtt,a man playing video games,a man watching video games,aCxcZhL_oyA,train,action
k600_val_YPxTLac91uA_000001_000011,vatex,"A man is playing with a gun in the backyard, shooting the fence.","A man is playing with a gun in the backyard and shooting the fence, then he shoots the house",,train,flip
k600_val_03hCpbviPm8_000000_000010,vatex,A young boy plays the accoridon while reading a sheet of music.,A young boy plays the accoridon after reading a sheet of music,,train,flip
msr-vtt_TrainValVideo_video514,msr-vtt,brunette woman is singing while man is playing a piano,brunette woman is playing a piano while man is singing,XrI6bZxsbxk,train,flip
k600_val_HyIOFIuZYLA_000056_000066,vatex,People wash a man's feet while another man speaks excitedly in the background.,People wash a man's feet before another man speaks excitedly in the background,,train,flip
msr-vtt_TrainValVideo_video1893,msr-vtt,fireworks come out of a ferris wheel and the ground,fireworks come out of a ferris wheel and the sky,B5Ry40bSOYo,train,action
tempo_videos_5930,tempo,girl and man point before man in green is shown holding rope.,girl and man point before man in green is shown holding a gun.,,train,action
k600_val_2rPDLelJ-YA_000000_000010,vatex,A man plays a guitar and uses fingers of both hands on the frets.,A man plays a guitar and uses fingers of both hands on the strings.,,train,action
k600_val_BJACErphRZg_000001_000011,vatex,A teenage boy is tapping on his electric guitar in his room.,A teenage boy is strumming on his electric guitar in his room.,,train,action
msr-vtt_TrainValVideo_video5694,msr-vtt,someone microwaving an empty bag of chips,someone microwaving a bowl of chips,-Bcfp5_8bz4,train,action
k600_val_zjJ9Nc3i5oU_000011_000021,vatex,A girl drinking coca cola at a sporting event where fireworks are going off.,A girl is drinking coca cola at a sporting event before fireworks are going off,,train,flip
tempo_videos_55,tempo,insect starts crawling before it crawls closer to the edge,Insect crawls closer to the edge before it starts crawling,,train,flip
msr-vtt_TrainValVideo_video733,msr-vtt,a mother and child talk about toy animals that they like best,a mother and child play with toy animals that they like best,AYhzLKSryAw,train,action
k600_val_udhU9ZoSp0w_000010_000020,vatex,A person is sitting putting a puzzle together and a lot of time passed and they finish.,A person is sitting putting a puzzle together and a lot of time passed and they are still working on it.,,train,action
k600_val_zqsBshg9764_000004_000014,vatex,A person surfs and then wipes out on an overcast and windy day.,A person wipes out and then surfs on an overcast and windy day,,train,flip
k600_val_VA8Q6nH1Y6M_000028_000038,vatex,A fitness instructor is giving orders to his students as they partake in exercises including running on the spot and movements.,A fitness instructor is giving orders to his students after they partake in exercises including running on the spot and movements,,train,flip
k600_val_wFoU5hhdx-s_000022_000032,vatex,A man is holding a cup of bird food as birds fight over getting some.,"A man is holding a cup of bird food as birds fight over getting some, then he takes the cup and walks away",,train,flip
tempo_videos_11696,tempo,a single bird flies in middle before birds fly from a tree,a single bird flies in middle before birds fly from a nest,,train,action
k600_val_FkflS-roksk_000554_000564,vatex,The boy grabs the chess piece and moves another piece to a new position before placing it down.,The boy grabs the chess piece and places it down before moving another piece to a new position,,train,flip
k600_val_QzXRtJjzjzE_000000_000010,vatex,A little baby with a pacifier in her mouth is playing with clothes in a laundry basket.,A little baby with a pacifier in her mouth is playing with a ball in a laundry basket.,,train,action
k600_val_AWuqlrq58PY_000016_000026,vatex,A child is playing the saxophone and bending his head to the side.,A child is playing the guitar and bending his head to the side.,,train,action
k600_val_PyansfPwG2M_000021_000031,vatex,A man is bouncing and doing somersaults on a trampoline.,A man is bouncing and doing somersaults on a mattress.,,train,action
k600_val_xMdXnMuxVyA_000027_000037,vatex,A man in a gym uses free weights to workout both of his arms.,A man in a gym uses free weights to workout his legs.,,train,action
k600_val_6Kx1WJvKQL8_000001_000011,vatex,People are playful at the gym and intentionally punches a guy.,People are playful at the gym and the guy punches them,,train,flip
msr-vtt_TrainValVideo_video6668,msr-vtt,a man asks a kid why parents dislike his reactions to technology,a kid asks a man why parents dislike his reactions to technology,mEiNx_9Zcsg,train,flip
msr-vtt_TrainValVideo_video2748,msr-vtt,a black man who is a guest on a television answers a question asked by the show s host,a black man who is a guest on a television asks a question to the show s host,sRRAMCyh-nM,train,action
msr-vtt_TrainValVideo_video1891,msr-vtt,some young girls having some kind of a party,some young girls having some kind of a funeral,iUQmUVGIiLc,train,action
msr-vtt_TrainValVideo_video3871,msr-vtt,man shows off his origami ufo,man shows off his origami ufo to his dog,S8HqtXOOW00,train,action
k600_val_DyxX7aUJCY8_000001_000011,vatex,A group of young people dance in a car while loud music is playing.,"A group of young people dance in a car while loud music is playing, then they get out of the car",,train,flip
k600_val_DPcSrGcrCnY_000000_000010,vatex,A man combs a young child's hair while the child is standing in the shower.,A man combs a young child's hair while the child is standing in the bathtub.,,train,action
tempo_videos_5185,tempo,the singer touches the microphone stand then walks around the stage.,the singer touches the microphone stand then jumps around the stage.,,train,action
msr-vtt_TrainValVideo_video322,msr-vtt,a man talks about a man losing weight through the gym,a man talks about a man losing weight through the gym after he goes to the gym,2ubPROJ0VAA,train,flip
msr-vtt_TrainValVideo_video4836,msr-vtt,a restaurant brags about the flavor of its hot sauce comparing it to a large amount of a very popular brand,a restaurant brags about the flavor of its hot sauce comparing it to a large amount of a very popular brand before it is made,YbGQ-794rsM,train,flip
k600_val_aZbwDWOX7ZQ_000034_000044,vatex,A little boy sits and jumps on a trampoline while trying to land on a balloon,A little boy jumps on a trampoline while trying to land on a balloon before sitting,,train,flip
msr-vtt_TrainValVideo_video4032,msr-vtt,a video shows an aerial view of a forest,a video shows an aerial view of the city,BCWIh2WG-rM,train,action
tempo_videos_3253,tempo,the camera is moving forward before a green and empty stall on the left comes into view.,the camera is moving forward after a green and empty stall on the left comes into view,,train,flip
k600_val_wZ46N9NSVGc_000005_000015,vatex,Two people are sailing when the camera suddenly flips several times.,Two people are sailing when the camera suddenly flips several times and then the camera turns off,,train,flip
k600_val_TlPB2ZIfe3o_000198_000208,vatex,A group of men and women stand in a formation and do similar movements with swords.,A group of men and women do similar movements with swords and then stand in a formation,,train,flip
k600_val_GkVIMabbmqE_000027_000037,vatex,"An adult male and a toddler are on a trampoline, the toddler keeps falling over then the adult male jumps a bit and makes the toddler jump into the air.","An adult male and a toddler are on a trampoline, the adult male jumps a bit and makes the toddler jump into the air, then the toddler keeps falling over.",,train,flip
k600_val_YoOrWfFNkgc_000038_000048,vatex,A man is getting ready to skateboard at a skate park. Two guys drop into the ramps before him.,Two guys drop into the ramps after the man is getting ready to skateboard at a skate park,,train,flip
k600_val_SYEWlARo8AY_000029_000039,vatex,The little girl is folding clothes while other watch her do it.,The little girl is watching others fold clothes while she do it,,train,flip
k600_val_LXrKzwLvb3k_000001_000011,vatex,"A man cooks pancakes in a frying pan, then flips it over perfectly.","A man flips a frying pan over perfectly, then cooks pancakes in it",,train,flip
k600_val_sr4J3i-z2Lc_000009_000019,vatex,A woman is using a knife to cut the skin off of a watermelon before she slices it.,A woman is using a knife to slice a watermelon before she cuts the skin off of it,,train,flip
k600_val_B-spAZFhXxk_000030_000040,vatex,A man is sitting opposite a man dressed as a Roman soldier that is holding a sword and offers the soldier that he should win the game of chess.,A man is sitting opposite a man dressed as a Roman soldier that is holding a sword and offers the soldier that he should lose the game of chess.,,train,flip
msr-vtt_TrainValVideo_video2044,msr-vtt,woman sings then talks about it,Woman talks about it then sings,X-toNUWmtDI,train,flip
k600_val_1QLfHktbKkQ_000004_000014,vatex,Multiple kids are playing the arcade basketball game; a lot of noise in the background.,A lot of noise in the background before multiple kids are playing the arcade basketball game,,train,flip
k600_val_LL3U6zk-7QI_000022_000032,vatex,"A man in gym clothes climbs a rope in front of a white board with writing on it, and then the camera turns to show someone else climbing another rope.","A man in gym clothes climbs a rope in front of a white board with writing on it, and then the camera turns to show someone else climbing the same rope.",,train,flip
k600_val_s2Mwj9jxH6k_000294_000304,vatex,"A person presses spraypaint coated paper into the surface of a vinyl record, removes the paper and selects another can of spraypaint","A person selects another can of spraypaint before pressing spraypaint coated paper into the surface of a vinyl record, removes the paper",,train,flip
k600_val_FC9yd-arj7A_000077_000087,vatex,A large machine drives through the grass near trees as the motor roars.,A large machine flies through the grass near trees as the motor roars.,,train,action
k600_val_fkLLmB7ui-4_000010_000020,vatex,People ready themselves to officially start a swimming race and launch themselves backward at the tone.,People launch themselves backward at the tone and then ready themselves to officially start a swimming race,,train,flip
msr-vtt_TrainValVideo_video3500,msr-vtt,some college of engineering is shown students busy in studying and joining process,some college of engineering is shown students joining process and then studying,Z8ivio2RD5k,train,flip
msr-vtt_TrainValVideo_video1401,msr-vtt,a fashion designers talks about his suppliers,a fashion designer talks about his customers,SLyK89DPHsE,train,action
k600_val_UkO4lGMMows_000085_000095,vatex,A bunch of girls doing a dance routine to loud music in a gym.,A bunch of girls doing a dance routine to soft music in a gym.,,train,action
msr-vtt_TrainValVideo_video1510,msr-vtt,a man in a black shirt and black car drive slowly to show off the tires,a man in a black shirt and black car drive fast to show off the tires,TroBbXmAeoc,train,action
tempo_videos_9019,tempo,the camera shows the white sign before the green and red ones.,the camera shows the white sign after the green and red ones.,,train,action
k600_val_-g5emSW-SOg_000010_000020,vatex,"A man in shorts reaches for a snake, and the snake slithers away.","A man in shorts reaches for a snake and the snake slithers away, and then the snake bites the man",,train,flip
k600_val_hu2vaCTiNA0_000293_000303,vatex,A man is standing in a room and putting stucco on a wall with someone else.,A man is putting stucco on a wall with someone else before standing in a room,,train,flip
msr-vtt_TrainValVideo_video4538,msr-vtt,a woman and man are having a conversation when another man asks where an office is,a woman and man are having a conversation when another man asks where an office is after the woman and man are finished having a conversation,YTClgrQL_GM,train,flip
msr-vtt_TrainValVideo_video4381,msr-vtt,reporter speaking about actress,reporter kissing actress,xyLwtdnVVzk,train,action
k600_val_8mfa79P0dHk_000048_000058,vatex,A man uses sheetrock tools to add mud to uneven seams on the wall.,A man uses sheetrock tools to add mud to uneven seams on the floor.,,train,action
msr-vtt_TrainValVideo_video1967,msr-vtt,a man talking with a lady both are wearing black color dress,a man talking with a man both are wearing black color dress,Yo5w01kKOiE,train,action
k600_val_PLsmDAzO32M_000019_000029,vatex,A cock walked on a steel plate while picking the food fed to it,A cock walked on a steel plate after picking the food fed to it,,train,flip
tempo_videos_1004,tempo,a bathroom is seen then the camera focuses on a tv,a tv is seen then the camera focuses on a bathroom,,train,flip
tempo_videos_5699,tempo,the man starts to leave left after he jerks his arms around,a man starts to leave right after he jerks his arms around,,train,action
tempo_videos_3484,tempo,group of people before man with glasses makes a face,man with glasses makes a face before group of people,,train,flip
k600_val_oEBIt8hkr3g_000053_000063,vatex,A little girl was playing hop scotch while her mom tells her what to do.,A little girl was telling her mom what to do while playing hop scotch,,train,flip
k600_val_qB8FbdXvhxg_000026_000036,vatex,Two men are doing a dance with knives while others are watching and cheering.,Two men are doing a dance with knives after others are watching and cheering,,train,flip
k600_val_XM-qjrzjEp4_000000_000010,vatex,Two ladies were playing with their right hands and making some sign by joining their hands,Two ladies were playing with their left hands and making some sign by joining their hands,,train,action
k600_val_R3CPvvTKDIY_000012_000022,vatex,"A guy's friend convinces him to try a backflip, which he does somewhat successfully.","A guy's friend convinces him to try a backflip, which he does somewhat successfully, and then he does a backflip",,train,flip
k600_val_g8x1RhsrNyo_000000_000010,vatex,Several people in a jet ski race approach a turn at high speed.,Several people in a jet ski race approach a turn at high speed and then stop,,train,flip
msr-vtt_TrainValVideo_video186,msr-vtt,a man in tan collared shirt walks into a concrete block building and joins team of animal rescue workers,a man in tan collared shirt joins team of animal rescue workers and then walks into a concrete block building,_UbDeqPdUek,train,flip
k600_val_RanXSKDNgVs_000088_000098,vatex,A man standing at a podium turns to another person and hands them an award while the audience claps.,"A man standing at a podium hands an award to another person while the audience claps, then turns to them",,train,flip
k600_val_8UM-4OGShFY_000084_000094,vatex,in an open street a man is throwing a baseball and another man is hitting it,in an open street a man is hitting a baseball and another man is throwing it,,train,flip
k600_val_Mzc6HsY63dA_000167_000177,vatex,A COO and a news anchor talk about a web safety app for children.,A COO and a news anchor talk about a web safety app for children after a commercial,,train,flip
tempo_videos_363,tempo,the camera pans left all the way to the beach after moving the frame across the water.,the camera pans left all the way to the beach before moving the frame across the water,,train,flip
msr-vtt_TrainValVideo_video4344,msr-vtt,freddy krueger is getting struck by lightning summoned by another character and then that other character begins the process of killing him in this video game clip,freddy krueger begins the process of killing the other character in this video game clip and then gets struck by lightning summoned by the other character,qqIBK0VO4NE,train,flip
k600_val_mP2YfXMxhhk_000024_000034,vatex,"A man and woman moving a game, standing in front of a wall, dressed in royal clothing, and then kisses.","A man and woman kisses, standing in front of a wall, dressed in royal clothing, and then moves a game",,train,flip
k600_val_lQaOi2JoAZE_000011_000021,vatex,Two guys standing in front of art work are playing didgeradoos.,Two guys standing in front of art work are playing the drums.,,train,action
k600_val_HTe9MGWQlH4_000044_000054,vatex,A doctor demonstrates a patient blowing their nose to another doctor.,A doctor demonstrates a patient sneezing to another doctor.,,train,action
k600_val_Budev0FmDZw_000251_000261,vatex,An anime girl and boy couple are passionately kissing each other.,An anime girl and boy couple are passionately hugging each other.,,train,action
msr-vtt_TrainValVideo_video4265,msr-vtt,someone is folding a paper for paper craft,someone is cutting a paper for paper craft,7I0JgHFTrQw,train,action
k600_val_RvrMgOWmYlc_000008_000018,vatex,Somebody is steam cleaning the runners for a patio door and shower door.,Somebody steam cleans the runners for a patio door and shower door before they are installed,,train,flip
msr-vtt_TrainValVideo_video5127,msr-vtt,a wonderful view of the lush greenery of the villages as seen from a train,a wonderful view of the lush greenery of the villages as seen from a plane,XWmw4mopa_o,train,action
k600_val_MRgSuhwoeEk_000020_000030,vatex,A man is helped off a platform to swing on a trapeeze.,A man swings on a trapeeze to be helped off a platform,,train,flip
k600_val_u6G826lUrDw_000000_000010,vatex,"A boy drops a soccer ball, then kicks it over a house while it bounces.","A boy kicks a soccer ball over a house while it bounces, then drops it",,train,flip
msr-vtt_TrainValVideo_video5507,msr-vtt,first you see the galaxy then you see a woman with a white cell phone touching buttons and taking pictures while a man speaks in as different language in the background,first you see a woman with a white cell phone touching buttons and taking pictures while a man speaks in a different language in the background then you see the galaxy,V5PNZ4B6z_U,train,flip
msr-vtt_TrainValVideo_video133,msr-vtt,a mother spoils her son by giving him too many new toys,a mother spoils her son by giving him too many new books,XbaHgHQk4OI,train,action
k600_val_p1rsJSkjEkU_000239_000249,vatex,Some music plays as a woman sews together two pieces of paper.,Some music plays as a woman cuts together two pieces of paper.,,train,action
k600_val_17OfX0otUGQ_000000_000010,vatex,A girl chewing gum for a couple of seconds and the gum then falls off with her having a surprise look afterwards,A girl has a surprise look before chewing gum for a couple of seconds and the gum then falls off,,train,flip
k600_val_tmqTdsqayYE_000114_000124,vatex,"A man leans off of a motorcycle to tighten a car's gas cap, then both drive away.","A man drives away after tightening a car's gas cap, then gets on his motorcycle",,train,flip
msr-vtt_TrainValVideo_video4001,msr-vtt,a group of people talking something about the smell,a group of people talking something about the taste,_haw_YDC_zo,train,action
k600_val_KbTx6xo2Ons_000060_000070,vatex,A countdown happens before a group of children are released into a patch of gas for an egg hunt.,A group of children are released into a patch of gas for an egg hunt before a countdown happens,,train,flip
k600_val_rQXw5bLhgnU_000000_000010,vatex,A woman jumps off of a ladder onto a tire swing and swings far.,A woman swings far and then jumps off of a ladder onto a tire swing,,train,flip
k600_val_hOXZLmydUm4_000075_000085,vatex,A young kid assemblesa puzzle of Anna and Elsa from Frozen while upbeat music plays in the background.,A young kid assemblesa puzzle of Anna and Elsa from Frozen after upbeat music plays in the background,,train,flip
k600_val_M1467K7OXiw_000146_000156,vatex,A girl is shown applying dye to her hair while music plays.,A girl is shown applying paint to her hair while music plays.,,train,action
k600_val_VKPcdpDlOF8_000101_000111,vatex,Ice skaters skate around a rink to the sound of music and laugh.,Ice skaters laugh before skating around a rink to the sound of music,,train,flip
msr-vtt_TrainValVideo_video1556,msr-vtt,a man showing some crafts,a man selling some crafts,3tRc-UF4yW8,train,action
k600_val_QpmUBKcM-S4_000007_000017,vatex,A man comes running from a distance and then jumps over hurdles.,A man jumps over hurdles and then comes running from a distance,,train,flip
k600_val_6-950ARw3kQ_000026_000036,vatex,A man demonstrating whistling in his home to teach others.,A man demonstrating whistling in his home to entertain others.,,train,action
