videopath,neg_caption,entailment
k600_val_eIOxtMFZfe0_000093_000103,A boy is cheering his dad on while his dad plays hopscotch,0.002471923828125
msr-vtt_TrainValVideo_video5257,a woman standing on stage talking about peoples personalities after eating a sandwich,0.00592041015625
msr-vtt_TrainValVideo_video5582,Several different people are being interviewed about a celebrity before the celebrity is interviewed,0.0007095336914062
k600_val_-g1KcIki0ww_000004_000014,A woman trainer and her dog walk around an bstacle course at a dog show.,0.77734375
k600_val_rJ95UbyQw3A_000005_000015,People are cheering about the man crowd surfing and then he starts crowd surfing,0.0010299682617187
msr-vtt_TrainValVideo_video1252,a cartoon involving animals and humans,0.1328125
msr-vtt_TrainValVideo_video1299,a boy is doing yoga practice,0.70703125
k600_val_wCgk9kJ-YlA_000000_000010,Two boys are out on the field one boy spots the other boy so he can do a back flip before the other boy does a back flip,0.004058837890625
msr-vtt_TrainValVideo_video1249,A group of commentators talk about a football player after he is talked about,0.0001583099365234
k600_val_G5M9zYZkdt0_000002_000012,A gymnastic girl goes to the other end and then does summer salt continuously,0.0007095336914062
k600_val_WAx5PiFvdoE_000000_000010,A man runs across a street immediately after marathon runners start a race on same street,0.0673828125
k600_val_y0I8zX9jTKY_000000_000010,A little girl is talking in the background while others are sucking on pieces of spatting,0.015869140625
msr-vtt_TrainValVideo_video4029,friends on dinning table drinking together,0.87890625
msr-vtt_TrainValVideo_video6800,a lady talking of something about the a person,0.73046875
k600_val_oOpaLCB7PbQ_000001_000011,"A kid lands on the sidewalk on the other side, over some coolers in the road and rollerblades out of his garage",0.294921875
msr-vtt_TrainValVideo_video807,a person was well played,0.70703125
k600_val_okf5Lc5wQ9Q_000001_000011,A father is pushing a buggy full of groceries while his daughter is riding on the back.,0.87890625
msr-vtt_TrainValVideo_video1991,ballet dancers performing different scenes from a ballet before a performance,0.34765625
k600_val_Xu-e-YO1ESY_000030_000040,A woman holds a crying baby in pink pajamas while music is playing.,0.46875
k600_val_gn02r3wSqac_000021_000031,a body builder is reading a book in the gym,0.00592041015625
k600_val_j7DJXZFGQ9U_000148_000158,A man and women perform ballet for a play while the man has two legs,0.02294921875
msr-vtt_TrainValVideo_video0,Man talking about a car after driving,0.0006256103515625
k600_val_nXSYzDcxhME_000059_000069,A man plays the organ while not focusing on the music.,0.408203125
k600_val_-6I88CkC6iI_000047_000057,A woman proportions out detergent and then loads clothes into a washing machine,0.004608154296875
msr-vtt_TrainValVideo_video3341,instruction to watch a video game,0.46875
msr-vtt_TrainValVideo_video3135,spongebob squarepants is walking throughout his neighborhood in a video game,0.8515625
msr-vtt_TrainValVideo_video4944,donald trump is interviewed on msnbc about the weather in florida,0.005218505859375
msr-vtt_TrainValVideo_video4369,graphics are being shown to a rock song,0.1484375
msr-vtt_TrainValVideo_video3954,a strange fellow talks about his ground rules for handling his husband,0.4375
k600_val_ty4UQlowp0c_000031_000041,Male laughs in background and feeds a baby who has baby food all around her mouth with his hands.,0.87890625
tempo_videos_2734,Someone turns the camera to a table nearby before swinging in a hammock,0.0013351440429687
tempo_videos_9663,the dog looks out the window in the door after it starts eating.,0.65234375
k600_val_Zrg59MrnZBw_000068_000078,"In quick motion, a series of food dishes are being eaten while music is playing in the background.",0.00860595703125
msr-vtt_TrainValVideo_video5712,team are playing soccer,0.92578125
k600_val_kseUmsCKvbg_000003_000013,The little boys are wanting to water ski but the first attempt was successful,0.0203857421875
msr-vtt_TrainValVideo_video2953,A surfer is discussing different wave sizes and how timing is important after a surfing contest,0.0002613067626953
k600_val_t-WVr5Mw210_000039_000049,A young little girl is holding a water hose that is flowing with fire.,0.0028076171875
tempo_videos_10214,the man in white appears after the machine is closest to camera,0.46875
msr-vtt_TrainValVideo_video1330,a news lady asks an old man with wild hair about phoning adele too many times after the old man with wild hair phoning adele too many times,0.0260009765625
k600_val_C8H4iQ2s4Ig_000086_000096,A woman at a golf range turns the camera to herself before hitting a ball out into a lake,0.006683349609375
k600_val_uMzOeTKBlaY_000132_000142,A man is laying  a course of blocks while music is playing in the background.,0.96484375
k600_val_QkrG-ZIm2gQ_000325_000335,A man with glasses is talking in the background while other people read a book,0.00592041015625
msr-vtt_TrainValVideo_video3201,A man and a monkey are in a bed together while music plays after the monkey jumps on the bed,0.0015029907226562
k600_val_DALTjSWeSvY_000043_000053,A man is skate boarding at a skate park and doing tricks before he leaves,0.037353515625
msr-vtt_TrainValVideo_video3241,an asian man talks about philosophy and then stands on the sidewalk,0.02294921875
msr-vtt_TrainValVideo_video3771,a woman is talking to another woman wearing blue lipstick,0.22265625
k600_val_QV0CqB8sArQ_000018_000028,A boy is counting money and then listening to rap music,0.0001230239868164
k600_val_0-b4M8jssX8_000086_000096,A woman and a man are tap dancing separately on a lighted stage.,0.0849609375
msr-vtt_TrainValVideo_video1313,group of friends are having a fight,0.59375
k600_val_AkxFF2XAffQ_000022_000032,A baby is being spoon fed some mashed carrots by his father.,0.2451171875
k600_val_4SJ--uWc3PQ_000022_000032,A baby cheers as his mother crawls across the floor,0.00592041015625
k600_val_kZPVFKR-WcY_000029_000039,a group of young boys are shown playing with chips and salsa.,0.73046875
k600_val_mgH-po4ZbsI_000195_000205,a guy closing a box showing an outlet plug and its contents,0.26953125
k600_val_58euAyYrqug_000004_000014,A person is laughing while the person recording them is dancing to a song,0.002471923828125
msr-vtt_TrainValVideo_video1693,a noodles is fried by a lady and then she holds a spoon on right hand and puts some gravy,0.6796875
msr-vtt_TrainValVideo_video3135,a person is showing us how to make a paper airplane,0.26953125
k600_val_EbXC4bGpZ4M_000034_000044,"A man is using a power tool on a concrete floor, then the camera shows the rest of the floor.",0.65234375
msr-vtt_TrainValVideo_video5960,a clip of a soldier coming home followed by a clip of a soccer goal,0.5
k600_val_xJMgxnXI0GY_000000_000010,A man plays the action news 5 logo after an animated logo plays.,0.07568359375
k600_val_Wy82yDOy8fw_000057_000067,"A man writes to elaborate the point of his lecture, and then walks to a n easel with a large pad of paper",0.008544921875
msr-vtt_TrainValVideo_video6051,A model talks to a reporter after a charity event,0.0002307891845703
msr-vtt_TrainValVideo_video3886,a couple standing on a bench,0.5625
k600_val_YTdNfDuDWpQ_000190_000200,A man narrates while a person holding a metal rod approaches a man holding a glass that the man removes from the glass.,0.46875
msr-vtt_TrainValVideo_video4220,a lady motorcyclist stops to refuel after an ambulance passes by its sirens wailing,0.2021484375
k600_val_eOLbcRgj59k_000012_000022,A woman brushes a brown horse's fur with a brush she attaches to her leg.,0.92578125
k600_val_ZFqcERoPnmg_000413_000423,Male volleyball teams congratulate each other then spike the volley ball over the next,0.06005859375
k600_val_1BkmCXHttEQ_000012_000022,A kid bites some lime and then goes to do shots of tequila,0.0203857421875
k600_val_XeZpOmb4oKU_000011_000021,A baseball player intercepts a wayward ball just after it strikes a woman in her head,0.004608154296875
msr-vtt_TrainValVideo_video2352,a variety of men and women receive piercings in a tattoo parlor,0.376953125
msr-vtt_TrainValVideo_video3236,the picture shows a machine trying to shrink an article with protective cover to the edges,0.26953125
k600_val_61Z36GSHLx4_000060_000070,A man practices his tennis skills on an empty court.,0.9453125
msr-vtt_TrainValVideo_video2464,A group discusses a video game and then plays it,7.486343383789062e-05
tempo_videos_3986,what appears to be smoke is emitted from the ground after the camera pans over to another smokey area,0.75390625
msr-vtt_TrainValVideo_video6678,Peoples carry cats to the pet shop after carrying dog,0.0140380859375
k600_val_d7IBlricq74_000013_000023,A young child is trying to blow candles out of cupcakes while a woman discourages the child,0.04736328125
k600_val_Tnt0D9s7Qes_000132_000142,A bartender is on stage and flipping/juggling bottles of vodka after he drinks them,0.0019378662109375
k600_val_G6M0uqfvkLU_000049_000059,"Someone is playing a saxophone, in front of a group of people who clap for them before they play the saxophone",0.000335693359375
k600_val_NEol4wgSLRI_000034_000044,Girls are performing a cheer in groups and then go their separate ways.,0.95703125
k600_val_WQF4-90alg4_000131_000141,A woman talks about an older gentleman playing tennis in the street with a small child after she plays tennis in the street with a small child,0.0002031326293945
k600_val_g85OdlEOBb0_000003_000013,A girl and boy are playing there recorders for the band.,0.376953125
msr-vtt_TrainValVideo_video4462,an arcade game is being played before the host reviews xbox live arcade,0.0419921875
k600_val_HB8sRMIKU9k_000004_000014,"Someone is standing by the water on decking as birds fly by to get fed by her, then she walks away",0.010986328125
msr-vtt_TrainValVideo_video4324,john green trying to be serious about his personal life,0.1826171875
k600_val_DZTcwFRwMzg_000132_000142,A boy does some dance moves with a soccer ball before he kicks it,0.005218505859375
k600_val_qQG6TKXcj7E_000019_000029,A man is using machinery to polish and varnish wooden flooring by repeatedly going back and forth over it with a brush.,0.2021484375
k600_val_Qv8artJCOzs_000007_000017,A man and a girl are on a playground playing tag.,0.8515625
k600_val_HEzOWxsrKZo_000060_000070,A man is helping another man to get ready for snowboarding.,0.22265625
k600_val_r3wRcByYtks_000037_000047,A boy is playing the piano on a stage accompanied by 4 other musicians.,0.09521484375
k600_val_edm8w7rwCvA_000165_000175,A large class of women perform a dance routine outdoors to latin music.,0.87890625
k600_val_LVhzHoWaJiA_000000_000010,A man uses a folding machine to fold a shirt before laying it on the folding machine,0.0019378662109375
tempo_videos_1658,a man walks into view placing the ball over the hair dryer before holding a ball,0.012451171875
msr-vtt_TrainValVideo_video6640,a man talks about his dog,0.92578125
msr-vtt_TrainValVideo_video2355,a star implodes in space as the opening credits for a ted talk play,0.46875
msr-vtt_TrainValVideo_video198,a mexican engineering student visits a german testing facility for fun,0.053466796875
k600_val_kRDmkNoS690_000054_000064,"The freezer door is opened to show the inside, then the front of a refrigerator is shown",0.00592041015625
tempo_videos_2106,a blonde woman with a headband puts her hand to her forehead then a dark haired man pumps his fist,0.5625
k600_val_4QgnUMJ-n4M_000012_000022,"A reporter is on the news talking about sports, specifically about crying with a baseball team.",0.294921875
k600_val_GNKAiDaDBug_000005_000015,A baby is strapped in a seat and is bobbing his head to some very loud classical music.,0.0849609375
msr-vtt_TrainValVideo_video4377,a woman with short black hair crawing around poles and cars after she got out of the car,0.376953125
k600_val_WdTOYPyFQX4_000018_000028,world famous hugging saint is kissing strangers in the Big Apple.,0.07568359375
msr-vtt_TrainValVideo_video1734,various clips of a soccer game showing excellent ball passing skills,0.65234375
msr-vtt_TrainValVideo_video2152,a group of males talks about mario party and then plays it,0.009765625
k600_val_lt4wzVhk4Hg_000001_000011,A little boy is getting his haircut after some people talk in the background,0.0006256103515625
msr-vtt_TrainValVideo_video6857,guy playing with the toys,0.75390625
k600_val_50MmgG43E7Q_000024_000034,"A young lady holding a basketball ball is throwing the ball into the net, then giving instructions on how to throw the ball into the net",0.0003795623779296
k600_val_h7GhcWGMrYE_000046_000056,A man helps reconnect a hose to the pool vacuum a girl is trying to use before the girl tries to use it,0.0011672973632812
k600_val_maoxoGljSCw_000195_000205,An artist with paint cans applies paint to his black and white painting of sparse trees with a bird,0.015869140625
k600_val_vc1RIreJ5QM_000005_000015,A small girl was singing for a music played on the system and enjoys that,0.62109375
tempo_videos_8673,the woman in pink jumps quickly after the camera views the bent-over woman.,0.77734375
k600_val_AUKLJ8dhKow_000024_000034,Someone is painting a picture of a flower on a paper with a small fine brush.,0.65234375
msr-vtt_TrainValVideo_video202,a lady chef cooking a recipe in a pan full of vegetables and stirring it with a ladle in a kitchen,0.53125
msr-vtt_TrainValVideo_video370,a man is unfolding a yellow paper into something,0.1328125
tempo_videos_1548,"after the baby starts to cry, the camera zooms in on the baby and it zooms back out",0.5625
msr-vtt_TrainValVideo_video5374,a man is playing the batman game,0.73046875
tempo_videos_4307,the safety rules sign goes out of frame then a tsunami happens,0.2451171875
k600_val_ENwDLQTkIlQ_000001_000011,On a balcony a man illustrating how to close a bottle,0.0203857421875
k600_val_it-IIR-qUIg_000150_000160,People are seen sitting around with cubes and cones placed on the floor.,0.77734375
k600_val_yiMGw0v3RJs_000020_000030,a small girl feeding a goat tied to a fence indoors,0.1484375
k600_val_QhaLVgqPWJM_000002_000012,A man gets a bullseye and then throws an axe at a target,0.0019302368164062
k600_val_9fpVvCRPNy0_000076_000086,A young boy tries to give it away before reading the newspaper,0.0002307891845703
k600_val_WwzeuVKz1EY_000594_000604,Boys are playing singles badminton games in a school gym.,0.62109375
msr-vtt_TrainValVideo_video2586,in a food ball game a man missed a goal,0.70703125
k600_val_2iNQICDlOSk_000481_000491,An orchestra with mainly trombones are applauding for a crowd which is playing,0.0013275146484375
k600_val_9zhbUqXWyog_000090_000100,"A man is walking on a bridge in the dark with a saxophone, then he begins to play the piano.",0.0035858154296875
k600_val_3nSz6vy7ZCw_000003_000013,A person snowboards with a cool kite before checking his shoes,0.0021820068359375
msr-vtt_TrainValVideo_video2164,a man speaks as a small boat cruises through a bay,0.81640625
k600_val_x3ruEMUxtAA_000005_000015,A person is taking flowers apart to make a centerpiece in an events room.,0.119140625
k600_val_k4CTn9j9wvg_000003_000013,A man is stirring a frying pan that is filled with raw eggs,0.2451171875
k600_val_ORdwSPZt928_000015_000025,A little girl is watering plants before being taught by a woman how to water plants,0.0003795623779296
k600_val_N5XaLeUNa2Q_000000_000010,"A woman falls onto the floor laughing while someone yells ""No!"" and then attempts a dance move",0.0010299682617187
k600_val_ZL9yeFWRIHo_000003_000013,A man speaks to an audience and then greets others,0.004058837890625
k600_val_Upn0agL5rBg_000055_000065,A man demonstrates how to fold a napkin for a fancy dinner.,0.90625
k600_val_DOAwyFz2Y0I_000044_000054,A person tears a sheet of paper in front of a baby who cries,0.2021484375
k600_val_BFSI1GSWZF0_000020_000030,"The happy boy rides his bike, giving a thumbs up",0.90625
msr-vtt_TrainValVideo_video2717,Older English man talking about its gear box before driving a red car,0.0010299682617187
msr-vtt_TrainValVideo_video3122,a woman and man are talking about how hip hop culture affects the community and then they talk about hip hop culture,0.0008049011230468
msr-vtt_TrainValVideo_video3249,a person in black dress eating the cauliflower in the wooden plate,0.029296875
msr-vtt_TrainValVideo_video4192,a man is reviewing a new lamborghini while it is driving on the side of the road at a rocky shoreline coast,0.77734375
msr-vtt_TrainValVideo_video4787,a man talks about the environment,0.92578125
msr-vtt_TrainValVideo_video4004,a little brown monkey is standing on his hind legs and making a high pitched squeak before a man is saying to him,0.07568359375
msr-vtt_TrainValVideo_video526,a race car driver sits in a car while a pit crew takes tires off it,0.4375
k600_val_vhEYKnDIrYE_000009_000019,Some children leap over a hurdle that is obstructing them before they run across a sports hall,0.0004310607910156
k600_val_UUAGKf-wdKk_000008_000018,A man is trying to score points before placing a marble in a special place,0.0005531311035156
k600_val_vMScTHw7oRc_000489_000499,"A man uses a contraption to rinse moss in a small creek while explaining, then takes it from a tree",0.0005569458007812
k600_val_7hTr6T8V9lM_000236_000246,A person is skiing and using a parasail to stay in one place.,0.70703125
msr-vtt_TrainValVideo_video1407,a montage highlighting the evolution of dance is shown and sung,0.2021484375
k600_val_iMkymcBJUTE_000075_000085,A guy kicks a soccer ball and misses the goal and another guy kicks a soccer ball into the soccer net,0.09521484375
msr-vtt_TrainValVideo_video822,a man interviews another man before a woman in traditional dress talks,0.34765625
k600_val_Z7aUdqwHfvk_000149_000159,A performer swings and juggles three lit torches with his feet.,0.65234375
k600_val_5LnRFlqlV6w_000001_000011,A male baby sits on a playmat and bangs the xylophone using the mallet.,0.70703125
msr-vtt_TrainValVideo_video1900,A boy finds a ramp for toy cars and then opens a large pink egg,0.0017013549804687
k600_val_mE4-cdQxdgM_000150_000160,A person gets a strike and then launches a bowling ball at a bowling alley,0.0002613067626953
msr-vtt_TrainValVideo_video1442,man gives a speech about  games and entertainment,0.70703125
k600_val_AeyiXpLGUs4_000036_000046,a person sitting at a piano practices on it by playing different songs.,0.89453125
msr-vtt_TrainValVideo_video4953,a barber gives a cold shave,0.07568359375
k600_val_yKe59rvOqRI_000000_000010,A person doing jumping jacks with a good amount of weight on his shoulders.,0.408203125
k600_val_IaZMxOH0FNU_000105_000115,Several men dressed in suits are speaking to a female judge while a woman in a blue dress is looking at some paperwork,0.09521484375
msr-vtt_TrainValVideo_video4856,an actress is talking about working on a play,0.5
k600_val_nDDITDUtrVw_000018_000028,"A guy is weightlifting and doing a clean jerk in success, before a man rips his shirt off in excitement.",0.8359375
msr-vtt_TrainValVideo_video8,a man standing on a swivel chair in a bedroom talking to the camera,0.87890625
k600_val_m4KSRlNmYXk_000000_000010,"A young man smiles and nods to the camera several times before different sound effects, including a crunch and an elephant are audible",0.0015029907226562
k600_val_WOTrGHQaInY_000314_000324,A young woman is giving a tutorial about how to remove her brows.,0.0015029907226562
k600_val_53OLWN3gqsk_000063_000073,"A man moves a ball across his hands in time to music, then he balances it",0.0013275146484375
k600_val_mCIeNEk3LBc_000007_000017,A person is eating and using the computer after hitting the head of a man,0.00592041015625
msr-vtt_TrainValVideo_video4027,an exploration of something about the cars driving on the road,0.8515625
tempo_videos_685,the rest of the people follow then the football player runs across,0.62109375
k600_val_CDssc5DEun4_000090_000100,A man is surfing the ocean while others are playing a guitar,0.00592041015625
msr-vtt_TrainValVideo_video377,a little girl is dancing in a tv show,0.6796875
k600_val_gAaHx-xUEwE_000018_000028,A little boy with a racquet keeps trying to hit the birdie but he keeps hitting it.,0.1826171875
k600_val_uvjZWT-5e78_000221_000231,A woman is giving instructions on what she is doing before training a horse,0.00048828125
k600_val_gMN-TtZ6MKs_000000_000010,"A baby boy is playing around with a vacuum while his parents watch, and then the parents play with the vacuum",0.000335693359375
k600_val_1dhlHTnoWBw_000028_000038,A man imitates his son mowing his lawn while his son mows his lawn,0.004608154296875
k600_val_fTC8Z-8QmRA_000103_000113,"A person speaks into a microphone, then washes the foot of an elderly woman",0.006683349609375
k600_val_ooJ15qwxmJ0_000270_000280,A commentator is speaking about a game of cricket before the footage replays,0.0035858154296875
tempo_videos_6813,a little girl playing with a toy truck,0.89453125
k600_val_pJlvNomw0aE_000014_000024,A group of young adults eating while laughing at an eating contest,0.6796875
k600_val_oYH3-sCubLs_000133_000143,A man sings into a microphone while another is singing then the singing man is seen at the microphone again before he looks at a piece of paper,0.006683349609375
msr-vtt_TrainValVideo_video3904,a man dances to an audience on stage,0.8515625
tempo_videos_2644,the camera pans right to show people on a diving board then the camera starts to move right,0.4375
k600_val_-x9S0u1P6KY_000160_000170,"A sign that says practice make perfect is displayed, as a young boy throws a soccer ball into a goal, where another boy is standing.",0.8515625
k600_val_qKWMSe0TGac_000214_000224,A guy with black jacket is playing on the street with beats with a lot of people watching,0.294921875
msr-vtt_TrainValVideo_video6499,A man flips through a textbook while the woman explains that the textbooks have been corrected before he sits across from her at the table,0.0008049011230468
k600_val_EBxWBabPBAE_000010_000020,Someone is cleaning the house gutter with a long tube off a toilet.,0.376953125
k600_val_Y5prHdQePAY_000082_000092,A girl in a blue uniform is throwing the soccer ball far before performing a front flip,0.0009117126464843
msr-vtt_TrainValVideo_video4457,a woman is discussing the features of a new car,0.77734375
k600_val_cvl3e21z2ew_000850_000860,A person narrating how to carve an arrow head out of wood.,0.77734375
tempo_videos_70,the cat pounces on the toy after getting bored of it,0.4375
msr-vtt_TrainValVideo_video7001,man plays a golf videogame,0.34765625
tempo_videos_850,kid throws the hat then puts it on,0.06005859375
k600_val_kHQRN8QBqcE_000000_000010,"A man holds a stick with one end on fire, brings it to his mouth, and eats it",0.294921875
k600_val_nSewP46BBzE_000000_000010,A little girl rides a tricycle backward while speaking.,0.8515625
k600_val_-gun8tHqLIw_000031_000041,A young man throws a frisbee through chains after him and a friend celebrate by bumping hips,0.0035858154296875
k600_val_7kw-Z3fEdns_000024_000034,A man danging a fire at his feet then doing a fire breathing routine while onlookers cheer.,0.5625
k600_val_M2gn10R9dF0_000121_000131,A man is standing holding a gold box after it is being auctioned on,0.004058837890625
tempo_videos_3149,girls move boy around after girls are playing in the park,0.0260009765625
k600_val_bLgdi4w7OAk_000002_000012,A little girl is brushing her hair and holding the brush with her hand.,0.26953125
k600_val_hjKnYwZaVX4_000005_000015,A boy puts a weight back and then bench presses it several times,0.0021820068359375
k600_val_bsEhjvqL4cw_000005_000015,A young boy is learning to beat box much to the amusement of his friend after the boy has learned to beat box,0.0001087188720703
tempo_videos_4093,the blue color appears and then the set is seen,0.22265625
k600_val_hXtsZAaZ3yc_000044_000054,A man with ropes and clamps on the side of a cliff doing mountain hiking.,0.1640625
tempo_videos_6151,a white boat is moving fast.,0.2021484375
msr-vtt_TrainValVideo_video2536,pictorial slides of a woman playing with a baby while background music plays,0.796875
k600_val_kE05OcXP5SE_000012_000022,Two men are trying to put a couch down into the doorway of a unit and had to move it,0.46875
k600_val_6ropBPG4sP8_000037_000047,"A young man at a track meet, talks while a man throws a spear",0.0260009765625
k600_val_e-RvXQJlVi4_000003_000013,A woman on a horse running through a field with a dog following them.,0.6796875
k600_val_ktiu47Y1pcc_000096_000106,A young red haired woman has her hair dyed a lighter color of red.,0.75390625
k600_val_wTXnkBvblpQ_000071_000081,A couple talks about giving back to their community with their charity programs separately.,0.1826171875
msr-vtt_TrainValVideo_video3017,umpire given a yellow card,0.6796875
k600_val_fX6scHNLk5w_000031_000041,Two basketball teams play each other during a game in a basketball gym as rock music plays.,0.5625
k600_val_El3KVhgunlk_000001_000011,A few athletes are showing all of the things they can do artistically.,0.4375
k600_val_NVeQN7sDOUQ_000000_000010,A player runs into a shelter to protect himself from his paintball enemies after he gets hit,0.0017013549804687
k600_val_vUa5hsqvRro_000498_000508,Men sitting around a table picked a cup of water to drink,0.0179443359375
k600_val_ntDFgioEXGE_000022_000032,A baby is taking large bites of food from somebody.,0.408203125
k600_val_FiIUKB5hU9U_000001_000011,A person peeling apples with a self-made drill attachment and a drill,0.015869140625
msr-vtt_TrainValVideo_video6416,a loud shout after that we can download the video,0.59375
k600_val_DOAwyFz2Y0I_000044_000054,A little baby rips a piece of paper and someone squeals with laughter,0.0673828125
k600_val_xmgpE8WGeSg_000174_000184,"Various woman are surrounding another woman getting her hair cut, all laughing before the woman gets her hair cut",0.0008049011230468
k600_val_zc1eRTWvmKg_000041_000051,A person narrates how to change your oil while someone demonstrates it,0.00860595703125
k600_val_gxbUZcsy4EA_000097_000107,A man playing the arcade game machine.,0.87890625
msr-vtt_TrainValVideo_video1566,a man sings on a a news panel,0.46875
msr-vtt_TrainValVideo_video6751,prime minister speking  in parliament and audience standing,0.6796875
k600_val_2Fx0BDO6Ybk_000016_000026,"A young girl washes dishes in the kitchen, then helps her mom",0.004058837890625
k600_val_DYzTcTGkGa8_000036_000046,A kid is taped to a bench trying to eat a cake.,0.033203125
msr-vtt_TrainValVideo_video1094,a graphics technician student demonstrates the work he does,0.89453125
k600_val_Yh2-DcIWt88_000006_000016,A woman is talking in the background while someone is cleaning windows,0.00592041015625
k600_val_7nA5QNPHEjY_000004_000014,A news reporter is narrating the planting of trees by young children after the trees have been planted,0.0005531311035156
tempo_videos_515,the dog runs to the man before the camera focuses on the dog,0.1826171875
k600_val_qxtkjzhD3RU_000034_000044,A man using a tool to fix the top of a brown dress shoe.,0.6796875
k600_val_28cckvlETs8_000000_000010,A man throws a shotput ball for distance and then holds it,0.0015029907226562
msr-vtt_TrainValVideo_video1127,woman dances and performs on stage without vocals,0.5
msr-vtt_TrainValVideo_video3610,a small gray car is being driven for a tv commercial,0.4375
msr-vtt_TrainValVideo_video5683,a female anchor from the bbc news talks about russian ships sinking a ship,0.5625
k600_val_UtekjFUGHJQ_000576_000586,"Several players gather in an intense sports game while a crowd watches, and then the players start to play",0.0021820068359375
k600_val_sPeJiOYO9WA_000043_000053,A couple of different people on skate boards trying to do tricks and succeeding,0.095703125
k600_val_04g2ZAlBqzc_000067_000077,A young man is swimming along the ocean and doing some tricks.,0.2451171875
k600_val_uozo0l3Wtqg_000004_000014,Two young men engage in a spirited discussion as several others go to blows,0.06005859375
k600_val_LkaaB2s1KfY_000018_000028,A group of people are sitting around a table and are playing Scrabble.,0.06005859375
k600_val_P43rVU1uQNk_000200_000210,A group of elderly people are dancing in circles to rock music.,0.033203125
k600_val_um4kPpZSxaQ_000003_000013,a person is using a shovel to remove snow from their driveway,0.53125
msr-vtt_TrainValVideo_video4445,these kids are just back from camp and excited about staying home the next year,0.1826171875
k600_val_xplIc9yJjn8_000007_000017,"A little girl walks up, then does jumping jacks, clapping her hands between each one",0.2021484375
msr-vtt_TrainValVideo_video5418,guy talking about the oil level to the car,0.408203125
k600_val_jofgWiVBwqo_000086_000096,A MAN IS DEMONSTRATING MAKING A SANDWICH WITH A FISH.,0.7578125
k600_val_DmmAQJ8rqfA_000005_000015,A man throws an axe onto a target then a woman throws a ball onto a target.,0.04736328125
k600_val_HtnbtOT-qdg_000013_000023,A little kid is speaking to his father as his father builds a snowman,0.009765625
k600_val_e-RvXQJlVi4_000003_000013,"A horsewoman rides her horse at a fast pace, followed by her German shepherd.",0.70703125
k600_val_Z2O3DEv9ItM_000251_000261,a person is getting the honey from a honey bee comb to pull some wooden stocks,0.73046875
k600_val_XaxD00IXXcA_000307_000317,Two actors are on stage singing a song from a play.,0.4375
k600_val_44wdOszl3Uk_000204_000214,A grunge band plays after onlookers dance in a mosh pit,0.0001401901245117
k600_val_ZMDAPuwQ6i0_000021_000031,There is a large group of people on the ice skating rink all having a lot of fun and then they all leave,0.005218505859375
msr-vtt_TrainValVideo_video2583,a man watching video games,0.26953125
k600_val_YPxTLac91uA_000001_000011,"A man is playing with a gun in the backyard and shooting the fence, then he shoots the house",0.004608154296875
k600_val_03hCpbviPm8_000000_000010,A young boy plays the accoridon after reading a sheet of music,0.0011672973632812
msr-vtt_TrainValVideo_video514,brunette woman is playing a piano while man is singing,0.46875
k600_val_HyIOFIuZYLA_000056_000066,People wash a man's feet before another man speaks excitedly in the background,0.006683349609375
msr-vtt_TrainValVideo_video1893,fireworks come out of a ferris wheel and the sky,0.26953125
tempo_videos_5930,girl and man point before man in green is shown holding a gun.,0.6796875
k600_val_2rPDLelJ-YA_000000_000010,A man plays a guitar and uses fingers of both hands on the strings.,0.8671875
k600_val_BJACErphRZg_000001_000011,A teenage boy is strumming on his electric guitar in his room.,0.8359375
msr-vtt_TrainValVideo_video5694,someone microwaving a bowl of chips,0.8359375
k600_val_zjJ9Nc3i5oU_000011_000021,A girl is drinking coca cola at a sporting event before fireworks are going off,0.0028076171875
tempo_videos_55,Insect crawls closer to the edge before it starts crawling,0.0035858154296875
msr-vtt_TrainValVideo_video733,a mother and child play with toy animals that they like best,0.65234375
k600_val_udhU9ZoSp0w_000010_000020,A person is sitting putting a puzzle together and a lot of time passed and they are still working on it.,0.70703125
k600_val_zqsBshg9764_000004_000014,A person wipes out and then surfs on an overcast and windy day,0.00048828125
k600_val_VA8Q6nH1Y6M_000028_000038,A fitness instructor is giving orders to his students after they partake in exercises including running on the spot and movements,0.0010299682617187
k600_val_wFoU5hhdx-s_000022_000032,"A man is holding a cup of bird food as birds fight over getting some, then he takes the cup and walks away",0.2451171875
tempo_videos_11696,a single bird flies in middle before birds fly from a nest,0.408203125
k600_val_FkflS-roksk_000554_000564,The boy grabs the chess piece and places it down before moving another piece to a new position,0.0179443359375
k600_val_QzXRtJjzjzE_000000_000010,A little baby with a pacifier in her mouth is playing with a ball in a laundry basket.,0.2021484375
k600_val_AWuqlrq58PY_000016_000026,A child is playing the guitar and bending his head to the side.,0.9453125
k600_val_PyansfPwG2M_000021_000031,A man is bouncing and doing somersaults on a mattress.,0.119140625
k600_val_xMdXnMuxVyA_000027_000037,A man in a gym uses free weights to workout his legs.,0.00970458984375
k600_val_6Kx1WJvKQL8_000001_000011,People are playful at the gym and the guy punches them,0.004058837890625
msr-vtt_TrainValVideo_video6668,a kid asks a man why parents dislike his reactions to technology,0.34765625
msr-vtt_TrainValVideo_video2748,a black man who is a guest on a television asks a question to the show s host,0.73046875
msr-vtt_TrainValVideo_video1891,some young girls having some kind of a funeral,0.3203125
msr-vtt_TrainValVideo_video3871,man shows off his origami ufo to his dog,0.89453125
